Date,Air Temp (°C),Depth (m),DO (mg/L),EC (µS/cm),ORP (mV),pH,Pressure (mbar),SAL (ppt),SAT (%sat),SG,TDS (ppm),Water Temp (°C),Longitude,Latitude
10/10/2023,15.2641958,10.59622378,6.043986014,"27,197.06",315.3115385,7.47191958,"1,011.98",16.65416084,64.61118881,1.013576923,"14,688.90",18.58664685,-73.934,40.788
10/11/2023,16.51055944,-0.346223776,5.91034965,"29,083.99",319.8688811,7.485237762,"1,013.29",17.91094406,63.23321678,1.014513986,"15,707.91",18.62138811,-73.934,40.788
10/12/2023,16.71807692,-11.18951049,5.825034965,"30,389.93",261.5377622,7.49465035,"1,014.60",18.79024476,62.29020979,1.015185315,"16,413.15",18.59973077,-73.934,40.788
10/13/2023,14.87832168,-22.44136364,5.786223776,"31,371.57",208.7646853,7.510839161,"1,015.95",19.44765734,61.64230769,1.015702797,"16,943.01",18.41732867,-73.934,40.788
10/14/2023,14.1208042,28.78458042,5.657657343,"32,111.85",214.6482517,7.517699301,"1,009.80",19.94482518,59.87237762,1.016076923,"17,342.95",18.09424126,-73.934,40.788
10/15/2023,14.23041958,97.82097902,5.661678322,"32,937.66",202.3321678,7.532181818,"1,001.55",20.4920979,59.39090909,1.016409091,"17,788.83",17.65786713,-73.934,40.788
10/16/2023,13.73038462,70.79097902,5.676993007,"32,853.25",190.7748252,7.53527972,"1,004.77",20.4320979,59.25594406,1.016363636,"17,743.20",17.4175979,-73.934,40.788
10/17/2023,14.31979021,-13.73423077,5.813006993,"33,671.64",195.9115385,7.54386014,"1,014.91",20.98465035,60.52552448,1.01684965,"18,185.19",17.30395804,-73.934,40.788
10/18/2023,15.06617544,-74.25312281,5.830491228,"33,494.25",290.8291228,7.542677193,"1,022.21",20.86164912,60.61473684,1.01677193,"18,089.31",17.22640351,-73.934,40.788
10/19/2023,12.85608696,-67.07869565,5.808152174,"32,726.52",316.1271739,7.540826087,"1,021.34",20.33869565,60.20434783,1.016358696,"17,674.77",17.09630435,-73.934,40.788
